,frog,nose,face,hair,arm,hand,finger,toe,lamp,drawer,chair,table,couch,bed,crib,window,door,refrigerator,oven,sink,bathtub,shirt,bib,pajamas,pants,slipper,shoe,sock,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,comb,hat,glasses,scissors,fork,spoon,crayon,pencil,pen,knife,toothbrush,gum,balloon,ball,egg,orange,apple,banana,plant,bread,plate,bowl,bottle,cup,bucket,can
frog,0.0,0.8883747458457947,0.8992734551429749,1.0962904691696167,1.2609226703643799,1.096714735031128,0.9613693952560425,0.9224120378494263,0.9189895391464233,1.0214906930923462,1.221386194229126,1.2541224956512451,1.186700701713562,1.1746975183486938,1.1629612445831299,1.1889357566833496,1.1002068519592285,1.2680833339691162,1.251159429550171,1.2308645248413086,1.2180055379867554,1.1972603797912598,1.206984519958496,1.2256038188934326,1.2502408027648926,0.7762521505355835,1.0122405290603638,1.1709752082824707,0.999603271484375,1.179083228111267,1.0600550174713135,1.0674903392791748,1.017709493637085,0.6966721415519714,0.7923346757888794,1.237278938293457,1.115774154663086,1.0136845111846924,1.1403977870941162,1.1494110822677612,1.1181789636611938,1.0887514352798462,0.7907505035400391,0.798213541507721,1.103668212890625,0.9879472255706787,0.9803271889686584,0.7585177421569824,0.8162505626678467,0.8445525169372559,0.8873363137245178,0.9558373689651489,0.914454460144043,0.7760792374610901,0.7099124789237976,0.7429457306861877,0.77384352684021,0.6057128310203552,0.6629412174224854,0.8821583986282349,0.7665097713470459,1.02824866771698,1.0896283388137817,0.8364564776420593,0.8838019371032715,1.0171719789505005,1.1656067371368408
nose,0.8883747458457947,0.0,0.7510952353477478,0.6791902184486389,1.08128023147583,0.8626421689987183,0.48814666271209717,0.3970921039581299,0.9045047760009766,1.0053881406784058,1.2936911582946777,1.411064624786377,1.3003994226455688,1.3048036098480225,1.3362987041473389,1.168245792388916,1.0956406593322754,1.354285478591919,1.3198142051696777,1.347773790359497,1.3592402935028076,1.1094025373458862,1.287907361984253,1.1754523515701294,1.0564079284667969,0.7987927794456482,1.0223400592803955,1.0894014835357666,1.1835640668869019,1.2933357954025269,1.1887866258621216,1.2544368505477905,1.1337307691574097,1.0801208019256592,1.2628620862960815,1.4029250144958496,1.3070504665374756,1.3064055442810059,1.3045165538787842,1.2322945594787598,1.2528529167175293,1.0912795066833496,0.7695123553276062,0.3975563645362854,1.233949065208435,1.0283265113830566,1.028713583946228,0.5839987993240356,0.5904144048690796,0.5852186679840088,0.7690648436546326,1.0903801918029785,1.0735830068588257,0.8274357318878174,0.6611953973770142,0.5468549132347107,0.6914166212081909,0.5845583081245422,0.8002957105636597,1.1810355186462402,0.7351653575897217,1.1264058351516724,1.1897735595703125,0.9837128520011902,1.0830117464065552,1.3642210960388184,1.2876044511795044
face,0.8992734551429749,0.7510952353477478,0.0,0.47995007038116455,0.7993780374526978,0.872168779373169,0.9525540471076965,0.8338910341262817,1.3085280656814575,1.227258324623108,0.9714377522468567,0.8893615007400513,0.7796587944030762,0.8011599779129028,0.9421693086624146,0.9745233058929443,1.0544363260269165,0.9646010398864746,0.9992532730102539,1.0532472133636475,0.9625285863876343,0.5841269493103027,0.8645793795585632,0.7636590003967285,0.674964427947998,1.2246158123016357,1.0989567041397095,1.0677967071533203,1.1407825946807861,0.89304518699646,1.0770665407180786,1.26055908203125,1.3154139518737793,0.8812325596809387,1.0662548542022705,1.1173832416534424,1.066683053970337,1.0176657438278198,0.9946417808532715,1.2045968770980835,1.0723167657852173,1.1844220161437988,0.9854236245155334,0.5612342357635498,1.0907418727874756,1.298689365386963,1.359852910041809,1.2145864963531494,1.2342296838760376,1.1924885511398315,1.2817940711975098,1.2138340473175049,1.1213914155960083,1.1256532669067383,1.1039704084396362,1.0353707075119019,1.0136069059371948,1.0579637289047241,1.0540868043899536,1.081804633140564,1.077670931816101,1.175994634628296,1.2513933181762695,1.2354439496994019,1.2913402318954468,1.262571096420288,1.1478954553604126
hair,1.0962904691696167,0.6791902184486389,0.47995007038116455,0.0,0.7834171056747437,0.8456976413726807,0.8689061999320984,0.7997102737426758,1.1874558925628662,1.18483567237854,0.964474618434906,0.9902197122573853,0.8823419213294983,0.9173194169998169,1.0861732959747314,0.9408472776412964,1.0211211442947388,1.0184909105300903,1.058512568473816,1.05763840675354,1.0128549337387085,0.6845503449440002,0.9532349109649658,0.7901186943054199,0.7126940488815308,1.1512376070022583,1.0409035682678223,0.9962739944458008,1.1421964168548584,0.9477399587631226,1.067746639251709,1.2140307426452637,1.261151671409607,1.0467174053192139,1.189333438873291,1.2055546045303345,1.1553703546524048,1.086150050163269,1.0683554410934448,1.1428396701812744,1.055509328842163,1.0325918197631836,0.7511550188064575,0.6419645547866821,1.064781904220581,1.2176166772842407,1.2510497570037842,1.1285816431045532,1.088187336921692,1.0574314594268799,1.1229108572006226,1.1539595127105713,1.1568458080291748,1.1278929710388184,1.098122477531433,1.0452017784118652,1.0533703565597534,1.0857083797454834,1.0874704122543335,0.981878936290741,1.100282907485962,1.2321958541870117,1.2368879318237305,1.131845235824585,1.3080637454986572,1.2705988883972168,1.1788625717163086
arm,1.2609226703643799,1.08128023147583,0.7993780374526978,0.7834171056747437,0.0,0.520194411277771,0.7743382453918457,0.8185417652130127,1.3099654912948608,1.172140121459961,0.9285370111465454,0.7688846588134766,0.7255663275718689,0.7190059423446655,0.9962349534034729,0.9044849276542664,1.0182768106460571,0.845914900302887,0.914157509803772,0.9315165877342224,0.8908681869506836,0.4888707399368286,0.7621825933456421,0.6731417179107666,0.6298151612281799,1.3123068809509277,1.1475054025650024,0.7021671533584595,0.745979368686676,0.7558424472808838,0.8651216626167297,1.0524444580078125,1.071882963180542,1.1542471647262573,1.2046377658843994,1.027871012687683,1.0910606384277344,1.0188438892364502,0.793028712272644,1.129133939743042,1.0025447607040405,1.0682395696640015,1.2313116788864136,1.0965251922607422,0.9603717923164368,1.1983332633972168,1.210946798324585,1.1979917287826538,1.1726435422897339,1.1465933322906494,1.1508771181106567,1.0364775657653809,1.0677223205566406,1.2755645513534546,1.3083479404449463,1.281510591506958,1.1711130142211914,1.2666025161743164,1.2294224500656128,1.024430513381958,1.2299270629882812,1.2708314657211304,1.2587363719940186,1.277317762374878,1.2796984910964966,1.2365334033966064,1.0817762613296509
hand,1.096714735031128,0.8626421689987183,0.872168779373169,0.8456976413726807,0.520194411277771,0.0,0.29785263538360596,0.42924392223358154,1.2670009136199951,1.1165555715560913,1.144564151763916,1.14078950881958,1.110134482383728,1.1082881689071655,1.17415189743042,1.0549100637435913,1.0688073635101318,1.1160829067230225,1.1416319608688354,1.0686228275299072,1.1341172456741333,0.9061213731765747,0.9848594665527344,0.9988630414009094,0.9582507014274597,1.0748584270477295,1.0417243242263794,0.7311796545982361,0.5978769659996033,1.0930842161178589,1.0887913703918457,1.1668875217437744,1.0911705493927002,0.9834738373756409,1.05057692527771,1.0969693660736084,1.1897940635681152,1.0496174097061157,0.9308478832244873,1.1711158752441406,1.1261990070343018,1.014860987663269,1.0688632726669312,0.8793075084686279,1.0129296779632568,1.0381163358688354,1.100752830505371,1.0865774154663086,1.0346850156784058,1.0241621732711792,1.0577585697174072,0.9266114830970764,0.7964662313461304,1.1406035423278809,1.156868815422058,1.1402990818023682,1.0487463474273682,1.087575078010559,1.079331636428833,1.0480064153671265,1.0769931077957153,1.2058522701263428,1.1538548469543457,1.2074975967407227,1.163378357887268,1.235198736190796,1.1929700374603271
finger,0.9613693952560425,0.48814666271209717,0.9525540471076965,0.8689061999320984,0.7743382453918457,0.29785263538360596,0.0,0.13233476877212524,1.0531859397888184,0.9739341735839844,1.2682428359985352,1.4179182052612305,1.3271899223327637,1.326303482055664,1.3700186014175415,1.2040461301803589,1.1591957807540894,1.367208480834961,1.3423627614974976,1.2983579635620117,1.336921215057373,1.1242141723632812,1.3043092489242554,1.1956437826156616,1.0856837034225464,0.8239922523498535,1.0150517225265503,0.8703287839889526,0.8544819355010986,1.3250187635421753,1.2152857780456543,1.2550244331359863,1.089349627494812,1.047367811203003,1.1949797868728638,1.336502194404602,1.330397605895996,1.230513334274292,1.160976529121399,1.2618129253387451,1.2662625312805176,1.0543142557144165,0.9123276472091675,0.6696349382400513,1.1627345085144043,0.8866688013076782,0.9926778674125671,0.6401878595352173,0.6538124680519104,0.6501976251602173,0.7319095134735107,0.9376778602600098,0.8498173952102661,0.9126790761947632,0.825376033782959,0.7320965528488159,0.7935599088668823,0.7325985431671143,0.8576557040214539,1.1710848808288574,0.8224978446960449,1.1563451290130615,1.2243927717208862,0.9920501708984375,1.0643250942230225,1.3121123313903809,1.2780115604400635
toe,0.9224120378494263,0.3970921039581299,0.8338910341262817,0.7997102737426758,0.8185417652130127,0.42924392223358154,0.13233476877212524,0.0,1.0229772329330444,1.0568464994430542,1.2774089574813843,1.4644224643707275,1.3060133457183838,1.316695213317871,1.3734376430511475,1.2628068923950195,1.1558531522750854,1.4141901731491089,1.3845460414886475,1.3756682872772217,1.3744962215423584,1.093595027923584,1.2838844060897827,1.1104828119277954,1.0143792629241943,0.6155135035514832,0.8395843505859375,0.7806873917579651,0.8819589018821716,1.335730791091919,1.201651692390442,1.2613024711608887,1.1028552055358887,0.9937806129455566,1.2236335277557373,1.4142334461212158,1.3341023921966553,1.2697293758392334,1.270132064819336,1.309217095375061,1.2606828212738037,1.1487789154052734,0.8525833487510681,0.5810019969940186,1.2267577648162842,0.9377493858337402,1.0255242586135864,0.6670407652854919,0.6897644996643066,0.6895086765289307,0.7690874338150024,1.0427569150924683,0.9665757417678833,0.9001397490501404,0.7859423160552979,0.656886637210846,0.7719433903694153,0.6961332559585571,0.8327783346176147,1.1785240173339844,0.7859171032905579,1.1898664236068726,1.2347947359085083,0.9722076058387756,1.0693975687026978,1.289597511291504,1.2815618515014648
lamp,0.9189895391464233,0.9045047760009766,1.3085280656814575,1.1874558925628662,1.3099654912948608,1.2670009136199951,1.0531859397888184,1.0229772329330444,0.0,0.8149875402450562,0.9873270392417908,1.1393858194351196,1.2770297527313232,1.251373052597046,1.1453920602798462,0.8791961073875427,0.8105268478393555,1.0763964653015137,1.083031415939331,1.0112043619155884,1.0386590957641602,1.2957658767700195,1.3005664348602295,1.2821457386016846,1.3647916316986084,0.8390011787414551,1.004525065422058,1.1926904916763306,1.2740345001220703,1.2668319940567017,1.1157132387161255,1.029841423034668,0.9422869682312012,0.9991951584815979,1.0332715511322021,1.0913571119308472,1.105712652206421,1.0885785818099976,1.2061136960983276,1.009531855583191,1.112263560295105,0.9495033621788025,0.8737351298332214,0.9716370701789856,0.9356617331504822,0.6816667318344116,0.6514483094215393,0.7563784122467041,0.6617281436920166,0.738426923751831,0.7240092158317566,0.9015198349952698,1.0817370414733887,0.7736684083938599,0.7118630409240723,0.7922180891036987,0.8984079360961914,0.837885856628418,0.9993600249290466,0.8223322033882141,0.9378050565719604,0.7911665439605713,0.7687419652938843,0.7367439866065979,0.7023810148239136,0.8259567618370056,0.9092726111412048
drawer,1.0214906930923462,1.0053881406784058,1.227258324623108,1.18483567237854,1.172140121459961,1.1165555715560913,0.9739341735839844,1.0568464994430542,0.8149875402450562,0.0,0.8505110740661621,1.0739214420318604,1.0551023483276367,1.0590358972549438,0.8498297929763794,0.8811371922492981,0.6889208555221558,0.8399255871772766,0.8042744994163513,0.9656311273574829,0.947784423828125,1.2425739765167236,1.1855366230010986,1.221087098121643,1.1449527740478516,0.9090002775192261,1.004958152770996,1.138257622718811,1.1153008937835693,1.1286205053329468,0.9181756377220154,0.925176203250885,0.9186286926269531,1.0516693592071533,1.0384254455566406,0.8217483758926392,0.6929334998130798,0.9785267114639282,1.1047676801681519,0.6311917901039124,0.8189968466758728,0.863163948059082,1.0382969379425049,0.9736860990524292,0.9609181880950928,0.7837367057800293,0.8889774680137634,0.8822791576385498,0.8084498643875122,0.7667024731636047,0.6884327530860901,1.101710557937622,1.0695189237594604,1.0465037822723389,0.9955369234085083,1.0422933101654053,1.0682755708694458,1.0298805236816406,1.1092166900634766,1.0916990041732788,1.0056700706481934,0.9875466823577881,0.9999555945396423,0.9448763728141785,1.0119496583938599,0.9241905808448792,0.8853578567504883
